,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Generation
725,35,Yes,Research & Development,14,4,Other,3,Male,39,2,Laboratory Technician,2,Divorced,3743,1,Yes,24,4,80,1,5,2,1,4,2,0,2,Millenials
726,31,No,Research & Development,1,1,Life Sciences,3,Female,96,3,Manufacturing Director,1,Married,4148,1,No,12,3,80,1,4,1,3,4,3,0,3,Millenials
727,18,No,Research & Development,5,2,Life Sciences,2,Male,73,3,Research Scientist,4,Single,1051,1,No,15,4,80,0,0,2,3,0,0,0,0,Gen Z
728,54,No,Research & Development,17,3,Technical Degree,3,Female,56,3,Manufacturing Director,3,Married,10739,8,No,11,3,80,1,22,2,3,10,7,0,8,Gen X
729,35,No,Research & Development,25,4,Medical,3,Female,57,3,Healthcare Representative,3,Divorced,10388,1,Yes,11,3,80,1,16,3,2,16,10,10,1,Millenials
730,30,No,Research & Development,8,2,Life Sciences,2,Female,73,4,Research Director,1,Married,11416,0,Yes,12,3,80,3,9,4,2,8,7,1,7,Millenials
731,20,Yes,Research & Development,11,3,Medical,4,Female,98,2,Research Scientist,1,Single,2600,1,Yes,15,1,80,0,1,2,3,1,0,0,0,Gen Z
732,30,Yes,Research & Development,5,3,Medical,2,Female,60,3,Laboratory Technician,2,Single,2422,0,No,17,1,80,0,4,3,3,3,2,1,2,Millenials
733,26,No,Research & Development,2,2,Medical,4,Male,32,4,Manufacturing Director,4,Married,5472,1,No,12,2,80,0,8,2,3,8,7,1,3,Millenials
734,22,No,Research & Development,8,1,Life Sciences,2,Male,94,1,Laboratory Technician,1,Married,2451,1,No,15,1,80,1,4,3,2,4,3,1,1,Gen Z
735,48,No,Research & Development,6,3,Life Sciences,1,Male,97,2,Healthcare Representative,3,Single,4240,2,No,13,4,80,0,19,0,3,2,2,2,2,Gen X
736,48,No,Research & Development,4,4,Life Sciences,3,Male,78,2,Healthcare Representative,3,Single,10999,7,No,14,2,80,0,27,3,3,15,11,4,8,Gen X
737,41,No,Research & Development,7,2,Medical,4,Female,42,3,Manufacturing Director,3,Single,5003,6,No,14,2,80,0,8,6,3,2,2,2,1,Gen X
738,39,No,Research & Development,1,1,Life Sciences,4,Female,65,2,Manufacturing Director,4,Married,12742,1,No,16,3,80,1,21,3,3,21,6,11,8,Millenials
739,27,No,Research & Development,2,4,Life Sciences,1,Female,47,3,Manufacturing Director,4,Married,4227,0,No,18,2,80,1,4,2,3,3,2,2,2,Millenials
740,35,No,Research & Development,10,3,Other,2,Male,45,3,Laboratory Technician,4,Divorced,3917,1,No,20,1,80,1,3,4,2,3,2,1,2,Millenials
741,42,No,Sales,5,2,Marketing,4,Male,90,3,Manager,3,Married,18303,6,No,13,2,80,0,21,3,4,1,0,0,0,Gen X
742,50,No,Research & Development,9,3,Life Sciences,1,Male,64,3,Laboratory Technician,4,Married,2380,4,No,18,2,80,0,8,5,3,1,0,0,0,Gen X
743,59,No,Research & Development,2,3,Life Sciences,3,Female,69,2,Manufacturing Director,4,Single,13726,3,Yes,13,1,80,0,30,4,3,5,3,4,3,Baby Boomers
744,37,Yes,Research & Development,11,2,Medical,1,Female,61,1,Healthcare Representative,2,Married,4777,5,No,15,1,80,0,15,2,1,1,0,0,0,Millenials
745,55,No,Research & Development,18,4,Medical,3,Male,62,3,Healthcare Representative,2,Married,6385,3,Yes,14,4,80,2,17,3,3,8,7,6,7,Gen X
746,41,No,Research & Development,7,1,Life Sciences,2,Female,55,1,Research Director,3,Divorced,19973,1,No,22,2,80,2,21,3,3,21,16,5,10,Gen X
747,38,No,Sales,3,4,Life Sciences,2,Male,42,3,Sales Executive,4,Single,6861,8,Yes,12,3,80,0,19,1,3,1,0,0,0,Millenials
748,26,Yes,Sales,29,2,Medical,2,Male,79,1,Sales Executive,1,Single,4969,8,No,18,4,80,0,7,6,3,2,2,2,2,Millenials
749,52,Yes,Sales,2,1,Marketing,1,Female,57,1,Manager,4,Married,19845,1,No,15,4,80,1,33,3,3,32,14,6,9,Gen X
750,44,No,Sales,28,3,Medical,4,Female,53,4,Sales Executive,4,Married,13320,3,Yes,18,3,80,1,23,2,3,12,11,11,11,Gen X
751,50,No,Sales,1,3,Life Sciences,4,Female,95,3,Sales Executive,3,Married,6347,0,No,12,1,80,1,19,3,3,18,7,0,13,Gen X
752,36,Yes,Research & Development,16,4,Life Sciences,3,Female,43,4,Laboratory Technician,1,Single,2743,1,No,16,3,80,0,18,1,3,17,13,15,14,Millenials
753,39,No,Research & Development,22,3,Medical,4,Female,82,3,Manufacturing Director,1,Single,10880,1,Yes,13,3,80,0,21,2,3,21,6,2,8,Millenials
754,33,No,Sales,8,1,Life Sciences,2,Female,88,2,Sales Representative,4,Single,2342,0,No,19,4,80,0,3,2,2,2,2,2,2,Millenials
755,45,No,Sales,11,2,Life Sciences,4,Female,90,3,Manager,4,Married,17650,3,No,13,2,80,1,26,4,4,9,3,1,1,Gen X
756,32,No,Research & Development,29,4,Medical,4,Female,69,3,Laboratory Technician,3,Single,4025,9,No,12,2,80,0,10,2,3,8,7,7,7,Millenials
757,34,No,Sales,1,4,Marketing,2,Male,75,4,Sales Executive,4,Divorced,9725,0,No,11,4,80,1,16,2,2,15,1,0,9,Millenials
758,59,No,Sales,1,2,Technical Degree,2,Male,66,3,Manager,4,Married,11904,3,Yes,14,3,80,1,14,1,1,6,4,0,4,Baby Boomers
759,45,No,Human Resources,24,4,Medical,2,Male,36,3,Human Resources,2,Single,2177,1,No,16,1,80,0,6,3,3,6,3,0,4,Gen X
760,53,No,Sales,2,3,Marketing,3,Female,38,2,Sales Executive,2,Married,7525,2,No,12,1,80,1,30,2,3,15,7,6,12,Gen X
761,36,Yes,Research & Development,15,3,Other,1,Male,81,3,Laboratory Technician,3,Divorced,4834,7,No,14,2,80,1,9,3,2,1,0,0,0,Millenials
762,26,Yes,Research & Development,2,3,Life Sciences,1,Male,57,3,Research Scientist,1,Married,2042,6,Yes,14,2,80,1,6,2,3,3,2,1,2,Millenials
763,34,No,Sales,10,4,Life Sciences,3,Female,87,3,Sales Representative,3,Married,2220,1,Yes,19,4,80,1,1,2,3,1,1,0,0,Millenials
764,28,No,Sales,10,1,Medical,4,Male,74,3,Sales Representative,2,Married,1052,1,No,22,2,80,0,1,5,3,1,0,0,0,Millenials
765,38,No,Research & Development,3,4,Other,3,Male,44,3,Research Scientist,3,Married,2821,3,No,16,1,80,1,8,2,3,2,2,2,2,Millenials
766,50,No,Research & Development,2,4,Medical,2,Male,62,3,Research Director,3,Married,19237,2,Yes,11,4,80,1,29,2,2,8,1,7,7,Gen X
767,37,No,Research & Development,3,3,Other,4,Female,35,3,Healthcare Representative,2,Single,4107,3,No,15,1,80,0,8,3,2,4,3,0,1,Millenials
768,40,No,Sales,26,3,Marketing,3,Male,74,3,Sales Executive,1,Married,8396,1,No,14,2,80,1,8,3,2,7,7,7,5,Millenials
769,26,No,Research & Development,1,1,Medical,1,Female,66,2,Research Scientist,3,Divorced,2007,1,No,13,3,80,2,5,5,3,5,3,1,3,Millenials
770,46,No,Research & Development,1,4,Medical,4,Male,40,3,Research Director,4,Divorced,19627,9,No,17,4,80,2,23,0,3,2,2,2,2,Gen X
771,54,No,Sales,2,4,Life Sciences,3,Female,41,2,Sales Executive,3,Married,10686,6,No,11,2,80,1,13,4,3,9,4,7,0,Gen X
772,56,No,Research & Development,9,3,Medical,1,Female,63,3,Research Scientist,3,Married,2942,2,No,19,2,80,1,18,4,3,5,4,0,3,Baby Boomers
773,36,No,Research & Development,12,5,Medical,4,Female,51,2,Manufacturing Director,4,Single,8858,0,No,11,2,80,0,15,2,2,14,8,7,8,Millenials
774,55,No,Research & Development,2,1,Medical,3,Male,40,2,Manager,1,Single,16756,7,No,15,2,80,0,31,3,4,9,7,6,2,Gen X
775,43,No,Sales,25,3,Medical,3,Male,79,2,Sales Executive,4,Divorced,10798,5,No,13,3,80,1,18,5,3,1,0,0,0,Gen X
776,20,Yes,Sales,9,3,Marketing,4,Female,54,3,Sales Representative,4,Single,2323,1,Yes,14,2,80,0,2,3,3,2,2,0,2,Gen Z
777,21,Yes,Research & Development,10,3,Life Sciences,3,Female,36,2,Laboratory Technician,1,Single,1416,1,No,13,1,80,0,1,6,2,1,0,1,0,Gen Z
778,46,No,Research & Development,8,4,Life Sciences,4,Female,74,2,Research Scientist,1,Divorced,4615,8,Yes,23,1,80,3,19,2,3,16,13,1,7,Gen X
779,51,Yes,Research & Development,4,4,Life Sciences,1,Male,34,3,Research Scientist,3,Married,2461,9,Yes,12,3,80,3,18,2,4,10,0,2,7,Gen X
780,28,Yes,Research & Development,24,2,Technical Degree,2,Male,72,2,Healthcare Representative,1,Single,8722,1,No,12,1,80,0,10,2,2,10,7,1,9,Millenials
781,26,No,Research & Development,1,2,Medical,1,Male,59,2,Laboratory Technician,1,Married,3955,1,No,16,1,80,2,6,2,3,5,3,1,3,Millenials
782,30,No,Research & Development,20,3,Other,3,Male,85,3,Manufacturing Director,1,Married,9957,0,No,15,3,80,1,7,1,2,6,2,0,2,Millenials
783,41,No,Research & Development,7,2,Technical Degree,2,Female,43,4,Research Scientist,3,Married,3376,1,No,13,3,80,0,10,3,3,10,6,0,8,Gen X
784,38,No,Research & Development,17,1,Life Sciences,3,Female,65,2,Healthcare Representative,3,Married,8823,0,No,18,1,80,1,20,4,2,19,9,1,9,Millenials
785,40,No,Research & Development,20,4,Technical Degree,1,Male,61,3,Healthcare Representative,4,Married,10322,4,No,20,4,80,1,14,6,3,11,10,11,1,Millenials
786,27,No,Research & Development,8,5,Life Sciences,1,Male,87,1,Laboratory Technician,3,Married,4621,1,No,19,4,80,3,3,4,3,3,2,1,2,Millenials
787,55,No,Research & Development,2,1,Life Sciences,4,Male,65,3,Manufacturing Director,2,Married,10976,3,No,18,2,80,1,23,4,3,3,2,1,2,Gen X
788,28,No,Research & Development,10,3,Other,3,Female,59,3,Research Scientist,3,Single,3660,3,No,13,4,80,0,10,4,4,8,7,1,7,Millenials
789,44,Yes,Human Resources,1,2,Medical,2,Male,91,2,Human Resources,1,Married,10482,9,No,14,4,80,1,24,1,3,20,6,3,6,Gen X
790,33,No,Research & Development,5,3,Life Sciences,4,Male,34,2,Healthcare Representative,4,Divorced,7119,4,No,15,3,80,1,9,2,3,3,2,1,2,Millenials
791,35,Yes,Sales,4,3,Technical Degree,4,Male,86,3,Sales Executive,1,Single,9582,0,Yes,22,1,80,0,9,2,3,8,7,4,7,Millenials
792,33,Yes,Research & Development,29,4,Medical,1,Female,54,2,Research Scientist,3,Single,4508,1,No,22,2,80,0,14,4,3,13,7,3,8,Millenials
793,28,No,Research & Development,15,2,Life Sciences,1,Male,50,3,Laboratory Technician,3,Divorced,2207,1,No,16,4,80,1,4,5,2,4,2,2,2,Millenials
794,34,No,Research & Development,3,1,Life Sciences,1,Male,45,3,Healthcare Representative,4,Single,7756,0,No,17,3,80,0,7,1,2,6,2,0,4,Millenials
795,37,No,Sales,10,4,Life Sciences,4,Female,88,2,Sales Executive,4,Divorced,6694,2,Yes,14,3,80,3,8,5,3,1,0,0,0,Millenials
796,25,Yes,Research & Development,4,1,Technical Degree,4,Male,32,3,Laboratory Technician,4,Married,3691,1,Yes,15,2,80,1,7,3,4,7,7,5,6,Gen Z
797,26,Yes,Research & Development,21,3,Medical,1,Male,37,3,Laboratory Technician,3,Divorced,2377,1,No,20,3,80,1,1,0,2,1,1,0,0,Millenials
798,33,Yes,Research & Development,25,3,Medical,1,Male,55,2,Research Scientist,2,Single,2313,4,Yes,20,2,80,0,5,0,3,2,2,2,2,Millenials
799,42,No,Research & Development,2,2,Medical,4,Male,35,3,Manager,1,Married,17665,0,No,17,4,80,1,23,3,3,22,6,13,7,Gen X
800,28,Yes,Research & Development,1,3,Medical,1,Male,45,2,Laboratory Technician,2,Divorced,2596,1,No,15,1,80,2,1,2,3,1,0,0,0,Millenials
801,50,Yes,Sales,1,4,Other,4,Male,81,3,Sales Executive,3,Single,4728,3,Yes,14,4,80,0,5,4,3,0,0,0,0,Gen X
802,33,No,Sales,7,3,Life Sciences,4,Female,30,3,Sales Executive,2,Married,4302,0,No,17,3,80,1,4,3,3,3,2,0,2,Millenials
803,34,No,Research & Development,3,4,Life Sciences,3,Male,40,2,Research Scientist,4,Married,2979,3,No,17,4,80,3,6,2,3,0,0,0,0,Millenials
804,48,No,Research & Development,1,4,Medical,1,Male,35,4,Manager,4,Single,16885,2,No,22,3,80,0,27,3,2,5,4,2,1,Gen X
805,45,No,Sales,9,4,Life Sciences,2,Female,65,2,Sales Executive,3,Married,5593,1,No,13,4,80,1,15,2,3,15,10,4,12,Gen X
806,52,No,Research & Development,7,4,Life Sciences,2,Male,87,3,Healthcare Representative,2,Single,10445,7,No,19,4,80,0,18,4,3,8,6,4,0,Gen X
807,38,No,Sales,10,4,Marketing,3,Male,73,2,Sales Executive,3,Divorced,8740,0,Yes,14,2,80,2,9,2,3,8,7,2,7,Millenials
808,29,No,Research & Development,28,4,Life Sciences,3,Female,93,3,Research Scientist,4,Divorced,2514,4,No,22,1,80,1,11,1,3,7,5,1,7,Millenials
809,28,No,Research & Development,3,3,Medical,4,Female,93,3,Manufacturing Director,2,Divorced,7655,0,No,17,2,80,3,10,3,2,9,7,1,7,Millenials
810,46,No,Sales,3,1,Marketing,1,Male,52,3,Manager,3,Married,17465,3,No,12,4,80,1,23,3,3,12,9,4,9,Gen X
811,38,No,Sales,2,2,Marketing,4,Male,32,3,Sales Executive,2,Single,7351,7,No,16,3,80,0,10,2,3,1,0,0,0,Millenials
812,43,No,Research & Development,27,3,Life Sciences,3,Female,83,3,Manufacturing Director,1,Married,10820,8,No,11,3,80,1,18,1,3,8,7,0,1,Gen X
813,39,Yes,Research & Development,2,3,Life Sciences,1,Male,84,3,Healthcare Representative,4,Divorced,12169,7,No,11,4,80,3,21,4,3,18,7,11,5,Millenials
814,40,No,Research & Development,14,3,Medical,3,Male,44,2,Research Director,3,Single,19626,1,No,14,1,80,0,21,2,4,20,7,4,9,Millenials
815,21,No,Research & Development,1,1,Technical Degree,4,Female,70,2,Research Scientist,2,Single,2070,1,Yes,11,3,80,0,2,6,4,2,2,2,2,Gen Z
816,39,No,Research & Development,9,3,Life Sciences,3,Male,70,3,Laboratory Technician,2,Single,6782,9,No,15,3,80,0,9,2,2,5,4,0,3,Millenials
817,36,No,Research & Development,18,4,Life Sciences,1,Male,78,3,Manufacturing Director,4,Single,7779,2,No,20,1,80,0,18,0,3,11,9,0,9,Millenials
818,31,No,Sales,20,3,Life Sciences,3,Male,67,4,Sales Representative,4,Married,2791,0,No,12,1,80,1,3,4,3,2,2,2,2,Millenials
819,28,No,Research & Development,2,1,Life Sciences,1,Male,67,2,Research Scientist,2,Married,3201,0,No,17,1,80,0,6,2,1,5,3,0,4,Millenials
820,35,No,Sales,11,2,Marketing,4,Male,54,3,Sales Executive,4,Divorced,4968,1,No,11,4,80,1,5,3,3,5,2,0,2,Millenials
821,49,No,Sales,8,4,Technical Degree,4,Male,56,2,Sales Executive,2,Married,13120,6,No,17,2,80,1,22,3,3,9,8,2,3,Gen X
822,34,No,Research & Development,2,2,Life Sciences,4,Male,95,3,Manufacturing Director,3,Single,4033,2,No,11,4,80,0,5,3,2,3,2,0,2,Millenials
823,29,No,Research & Development,10,3,Life Sciences,4,Female,61,3,Research Scientist,2,Divorced,3291,0,No,14,4,80,2,8,2,2,7,5,1,1,Millenials
824,42,No,Research & Development,29,3,Medical,2,Male,56,1,Laboratory Technician,4,Single,4272,4,No,19,1,80,0,16,3,3,1,0,0,0,Gen X
825,29,No,Research & Development,8,1,Medical,2,Male,79,2,Manufacturing Director,4,Married,5056,1,Yes,15,3,80,1,10,2,2,10,7,1,2,Millenials
826,38,No,Human Resources,1,3,Human Resources,3,Male,37,4,Human Resources,3,Married,2844,1,No,13,4,80,1,7,2,4,7,6,5,0,Millenials
827,28,No,Research & Development,6,3,Life Sciences,3,Male,39,2,Research Scientist,3,Divorced,2703,1,Yes,14,4,80,1,3,2,3,3,1,0,2,Millenials
828,18,Yes,Research & Development,8,1,Medical,3,Male,80,3,Laboratory Technician,3,Single,1904,1,No,12,4,80,0,0,0,3,0,0,0,0,Gen Z
829,33,Yes,Sales,9,4,Marketing,1,Female,77,3,Sales Executive,1,Single,8224,0,Yes,17,1,80,0,6,3,3,5,2,0,3,Millenials
830,41,No,Research & Development,12,4,Life Sciences,2,Male,46,3,Laboratory Technician,4,Married,4766,3,Yes,11,1,80,1,6,4,3,1,0,0,0,Gen X
831,31,Yes,Research & Development,15,3,Medical,3,Male,72,3,Laboratory Technician,3,Married,2610,1,No,12,3,80,1,2,5,2,2,2,2,2,Millenials
832,37,No,Research & Development,25,2,Medical,3,Female,52,2,Healthcare Representative,4,Divorced,5731,7,No,13,3,80,2,9,2,3,6,2,1,3,Millenials
833,27,No,Research & Development,6,3,Life Sciences,4,Male,55,2,Research Scientist,3,Married,2539,1,No,13,3,80,1,4,0,3,4,2,2,2,Millenials
834,34,No,Sales,9,1,Life Sciences,2,Female,70,3,Sales Executive,3,Married,5714,1,No,20,1,80,0,6,3,2,6,5,1,3,Millenials
835,35,No,Human Resources,8,4,Technical Degree,3,Male,100,3,Human Resources,3,Single,4323,1,No,17,2,80,0,6,2,1,5,4,1,4,Millenials
836,29,Yes,Sales,23,1,Life Sciences,4,Female,45,2,Sales Executive,1,Married,7336,1,No,13,1,80,1,11,3,1,11,8,3,10,Millenials
837,40,No,Research & Development,9,4,Medical,2,Female,88,3,Research Director,3,Single,13499,9,No,17,3,80,0,20,3,2,18,7,2,13,Millenials
838,42,Yes,Sales,12,3,Life Sciences,3,Male,44,3,Sales Executive,1,Single,13758,0,Yes,12,2,80,0,22,2,2,21,9,13,14,Gen X
839,42,No,Sales,4,4,Marketing,2,Male,45,3,Sales Executive,1,Single,5155,7,No,13,4,80,0,9,3,4,6,4,1,5,Gen X
840,35,No,Research & Development,1,4,Medical,4,Male,58,2,Laboratory Technician,3,Married,2258,6,No,12,2,80,1,10,2,3,8,0,1,7,Millenials
841,24,No,Research & Development,24,3,Medical,4,Male,49,3,Laboratory Technician,2,Single,3597,8,No,22,4,80,0,6,2,3,4,3,1,2,Gen Z
842,28,Yes,Research & Development,12,1,Life Sciences,3,Female,79,3,Laboratory Technician,4,Married,2515,1,Yes,11,4,80,0,1,4,2,1,1,0,0,Millenials
843,26,No,Research & Development,3,4,Medical,1,Male,82,4,Laboratory Technician,4,Married,4420,1,No,22,2,80,1,8,2,3,8,7,0,7,Millenials
844,30,No,Sales,10,3,Marketing,3,Male,72,2,Sales Executive,3,Married,6578,1,No,18,1,80,1,10,3,3,10,3,1,4,Millenials
845,40,No,Research & Development,26,2,Medical,3,Female,92,2,Research Scientist,4,Married,4422,3,Yes,13,4,80,1,16,3,1,1,1,0,0,Millenials
846,35,No,Research & Development,2,3,Life Sciences,3,Male,44,2,Manufacturing Director,2,Divorced,10274,2,No,18,2,80,1,15,2,4,7,7,6,4,Millenials
847,34,No,Research & Development,1,3,Medical,4,Male,97,2,Healthcare Representative,1,Single,5343,0,No,20,3,80,0,14,3,3,13,9,4,9,Millenials
848,35,No,Research & Development,4,4,Other,4,Male,47,2,Laboratory Technician,4,Married,2376,1,No,13,2,80,1,2,2,4,2,2,2,2,Millenials
849,43,Yes,Sales,9,3,Marketing,1,Female,85,1,Sales Executive,3,Single,5346,8,No,13,2,80,0,7,2,2,4,3,1,3,Gen X
850,32,No,Sales,2,1,Life Sciences,3,Female,76,3,Sales Representative,1,Divorced,2827,1,No,12,3,80,3,1,3,3,1,0,0,0,Millenials
851,56,No,Research & Development,4,4,Technical Degree,4,Female,92,3,Manager,1,Divorced,19943,4,No,13,4,80,1,28,2,3,5,2,4,2,Baby Boomers
852,29,No,Research & Development,6,1,Medical,2,Female,54,3,Laboratory Technician,4,Married,3131,1,No,13,1,80,1,10,5,3,10,8,0,8,Millenials
853,19,No,Research & Development,9,2,Life Sciences,3,Male,54,3,Research Scientist,1,Single,2552,1,No,25,3,80,0,1,4,3,1,1,0,0,Gen Z
854,45,No,Research & Development,7,3,Medical,1,Female,83,3,Research Scientist,3,Married,4477,4,Yes,19,3,80,1,7,2,2,3,2,0,2,Gen X
855,37,No,Research & Development,1,3,Life Sciences,4,Female,56,2,Manufacturing Director,4,Married,6474,1,No,13,2,80,1,14,2,2,14,8,3,11,Millenials
856,20,No,Research & Development,3,3,Life Sciences,1,Male,87,2,Laboratory Technician,3,Single,3033,1,No,12,1,80,0,2,2,2,2,2,1,2,Gen Z
857,44,Yes,Research & Development,10,4,Life Sciences,3,Male,96,3,Research Scientist,3,Single,2936,1,Yes,11,3,80,0,6,4,3,6,4,0,2,Gen X
858,53,No,Research & Development,7,2,Medical,4,Female,50,3,Manager,3,Divorced,18606,3,No,18,2,80,1,26,6,3,7,7,4,7,Gen X
859,29,No,Research & Development,15,1,Life Sciences,2,Female,69,1,Research Scientist,4,Married,2168,0,Yes,18,1,80,1,6,2,2,5,4,1,3,Millenials
860,22,Yes,Research & Development,3,4,Life Sciences,3,Male,48,2,Research Scientist,4,Married,2853,0,Yes,11,2,80,1,1,5,3,0,0,0,0,Gen Z
861,46,No,Sales,2,3,Marketing,3,Female,69,3,Manager,1,Married,17048,8,No,23,1,80,0,28,2,3,26,15,15,9,Gen X
862,44,No,Research & Development,17,3,Life Sciences,4,Male,74,1,Research Scientist,3,Single,2290,2,No,13,4,80,0,6,3,3,0,0,0,0,Gen X
863,33,No,Human Resources,2,3,Human Resources,2,Male,99,3,Human Resources,3,Married,3600,1,No,13,4,80,1,5,2,3,5,4,1,4,Millenials
864,41,Yes,Research & Development,5,2,Life Sciences,1,Male,95,2,Research Scientist,1,Divorced,2107,6,No,17,1,80,1,5,2,1,1,0,0,0,Gen X
865,30,No,Sales,29,4,Life Sciences,3,Male,61,3,Sales Executive,1,Divorced,4115,8,No,19,3,80,3,8,3,3,4,3,0,3,Millenials
866,40,No,Sales,2,4,Medical,2,Male,62,3,Sales Executive,2,Married,4327,5,No,12,4,80,3,5,2,3,0,0,0,0,Millenials
867,50,No,Research & Development,2,3,Medical,4,Female,30,3,Manager,1,Married,17856,2,No,22,3,80,1,32,3,3,2,2,2,2,Gen X
868,28,No,Research & Development,19,4,Medical,4,Male,78,2,Laboratory Technician,1,Married,3196,1,No,12,3,80,3,6,2,3,6,5,3,3,Millenials
869,46,No,Research & Development,15,2,Life Sciences,4,Male,52,3,Research Director,2,Married,19081,5,No,11,1,80,1,25,2,3,4,2,0,3,Gen X
870,35,No,Sales,17,4,Life Sciences,3,Male,94,3,Sales Executive,1,Married,8966,3,Yes,15,4,80,3,15,2,3,7,7,1,7,Millenials
871,24,Yes,Research & Development,17,2,Life Sciences,4,Female,97,3,Laboratory Technician,2,Married,2210,1,No,13,1,80,1,1,3,1,1,0,0,0,Gen Z
872,33,No,Sales,25,3,Medical,2,Female,82,3,Sales Executive,3,Married,4539,1,No,12,1,80,1,10,3,2,10,7,0,1,Millenials
873,36,No,Research & Development,6,4,Life Sciences,3,Male,60,1,Laboratory Technician,3,Divorced,2741,1,No,14,3,80,1,7,4,3,7,7,1,7,Millenials
874,30,No,Research & Development,7,4,Life Sciences,3,Male,49,3,Laboratory Technician,3,Divorced,3491,1,No,13,1,80,3,10,4,2,10,7,8,9,Millenials
875,44,No,Research & Development,29,4,Other,4,Male,32,3,Research Scientist,4,Single,4541,1,No,25,2,80,0,20,3,3,20,11,13,17,Gen X
876,20,No,Sales,21,3,Marketing,3,Male,43,4,Sales Representative,4,Single,2678,1,No,17,4,80,0,2,2,3,2,1,2,2,Gen Z
877,46,No,Research & Development,2,4,Technical Degree,4,Male,60,3,Manufacturing Director,4,Divorced,7379,2,No,11,3,80,1,12,3,2,6,3,1,4,Gen X
878,42,No,Human Resources,2,5,Medical,4,Male,79,4,Human Resources,1,Married,6272,7,No,16,1,80,1,10,3,4,4,3,0,3,Gen X
879,60,No,Sales,7,4,Marketing,2,Male,52,4,Sales Executive,4,Divorced,5220,0,Yes,18,2,80,1,12,3,3,11,7,1,9,Baby Boomers
880,32,No,Research & Development,13,3,Other,3,Female,77,2,Laboratory Technician,2,Married,2743,1,No,20,3,80,1,2,2,3,2,2,2,2,Millenials
881,32,No,Research & Development,2,2,Life Sciences,4,Female,38,3,Research Scientist,3,Single,4998,4,Yes,14,4,80,0,10,2,3,8,7,0,7,Millenials
882,36,No,Research & Development,1,3,Technical Degree,3,Female,77,1,Manufacturing Director,1,Divorced,10252,2,Yes,21,3,80,1,17,2,3,7,7,7,7,Millenials
883,33,No,Research & Development,9,3,Medical,1,Male,60,3,Research Scientist,4,Married,2781,0,No,13,2,80,1,15,5,3,14,10,4,10,Millenials
884,40,No,Sales,10,3,Technical Degree,2,Female,84,2,Sales Executive,2,Divorced,6852,7,No,12,2,80,1,7,2,4,5,1,1,3,Millenials
885,25,No,Sales,10,4,Life Sciences,3,Male,57,3,Sales Executive,4,Single,4950,0,No,14,2,80,0,5,4,3,4,3,1,1,Gen Z
886,30,No,Research & Development,1,3,Medical,4,Male,63,3,Research Scientist,2,Married,3579,0,Yes,21,1,80,1,12,2,3,11,9,5,7,Millenials
887,42,No,Research & Development,26,5,Medical,1,Female,60,3,Research Director,1,Married,13191,3,Yes,17,3,80,0,20,6,3,1,0,0,0,Gen X
888,35,No,Sales,8,2,Marketing,3,Female,78,2,Sales Executive,4,Married,10377,4,Yes,11,2,80,1,16,6,2,13,2,4,12,Millenials
889,27,No,Research & Development,14,3,Life Sciences,1,Male,42,3,Research Scientist,1,Married,2235,1,Yes,14,4,80,2,9,3,2,9,7,6,8,Millenials
890,54,No,Research & Development,1,4,Life Sciences,4,Female,53,3,Manufacturing Director,3,Divorced,10502,7,No,17,1,80,1,33,2,1,5,4,1,4,Gen X
891,44,No,Research & Development,2,1,Life Sciences,1,Female,72,4,Research Scientist,4,Married,2011,1,No,13,4,80,1,10,5,3,10,5,7,7,Gen X
892,19,Yes,Research & Development,10,3,Medical,1,Female,96,2,Research Scientist,2,Single,1859,1,Yes,25,2,80,0,1,2,4,1,1,0,0,Gen Z
893,29,No,Research & Development,1,3,Life Sciences,1,Female,97,3,Research Scientist,4,Divorced,3760,1,No,15,1,80,3,3,5,3,3,2,1,2,Millenials
894,54,No,Research & Development,3,3,Life Sciences,4,Male,85,3,Research Director,4,Married,17779,3,No,14,1,80,0,36,2,3,10,9,0,9,Gen X
895,31,No,Research & Development,11,2,Medical,3,Male,80,3,Healthcare Representative,1,Married,6833,1,Yes,12,4,80,0,6,2,2,6,5,0,1,Millenials
896,31,No,Research & Development,24,3,Medical,3,Female,96,2,Healthcare Representative,1,Single,6812,1,No,19,2,80,0,10,2,3,10,9,1,8,Millenials
897,59,No,Sales,3,3,Life Sciences,3,Female,48,2,Sales Executive,4,Single,5171,5,No,17,4,80,0,13,2,3,6,1,0,5,Baby Boomers
898,43,No,Research & Development,3,3,Life Sciences,3,Male,96,1,Research Director,4,Married,19740,3,No,14,2,80,1,25,2,3,8,7,0,7,Gen X
899,49,No,Research & Development,4,2,Medical,1,Male,85,2,Manager,3,Married,18711,2,No,13,3,80,1,23,2,4,1,0,0,0,Gen X
900,36,No,Research & Development,3,3,Technical Degree,3,Male,46,3,Research Scientist,2,Married,3692,1,No,12,3,80,0,12,2,2,11,10,0,7,Millenials
